stock_no,category,colour,shape,carat,carat_band,clarity,cut,polish,symmetry,measurements,depth_pct,table_pct,ratio,lab,cert_no,verify_url,video_url
760-71,White,D,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.24 X 5.02,61.1,58,0.99,IGI,818611954,https://api.igi.org/viewpdf.php?r=818611954,
698-235,Fancy Colour,Fancy Vivid Pink,Round,2.5,2.00–2.99ct,VS2,IDEAL,EX,EX,8.66 X 8.71 X 5.4,62.2,58,0.99,IGI,690513563,https://api.igi.org/viewpdf.php?r=690513563,
686-86R,Fancy Colour,Fancy Vivid Blue,Round,2.48,2.00–2.99ct,VS1,IDEAL,EX,EX,8.65 X 8.69 X 5.35,61.7,56,1,IGI,669470957,https://api.igi.org/viewpdf.php?r=669470957,
740-11,Fancy Colour,Fancy Intense Pink,Round,2.4,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.56 X 8.62 X 5.34,62.2,56,0.99,IGI,792648583,https://api.igi.org/viewpdf.php?r=792648583,
759-34,White,F,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.26 X 8.29 X 4.95,59.8,59,1,IGI,817675126,https://api.igi.org/viewpdf.php?r=817675126,
761-61,White,F,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.14 X 5.02,62,59,0.99,IGI,821689361,https://api.igi.org/viewpdf.php?r=821689361,
760-1,White,F,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.2 X 5,61.3,58,0.99,IGI,821689351,https://api.igi.org/viewpdf.php?r=821689351,
754-56,White,F,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.07 X 8.09 X 5.05,62.5,58,1,IGI,795647835,https://api.igi.org/viewpdf.php?r=795647835,
760-549,White,F,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.18 X 5.04,61.8,58,0.99,IGI,821689360,https://api.igi.org/viewpdf.php?r=821689360,
742-177,Fancy Colour,Fancy Deep Orange,Round,2.25,2.00–2.99ct,VS2,IDEAL,EX,EX,8.34 X 8.38 X 5.19,62.1,58,1,IGI,798602654,https://api.igi.org/viewpdf.php?r=798602654,
756-10,Fancy Colour,Fancy Intense Pink,Round,2.24,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.32 X 8.38 X 5.19,62.1,58,0.99,IGI,815671297,https://api.igi.org/viewpdf.php?r=815671297,
761-206,White,F,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.22 X 5.03,61.3,57,1,IGI,823643249,https://api.igi.org/viewpdf.php?r=823643249,
746-524,Fancy Colour,Fancy Intense Pink,Round,2.24,2.00–2.99ct,VS2,IDEAL,EX,EX,8.34 X 8.38 X 5.2,62.2,57,1,IGI,792648581,https://api.igi.org/viewpdf.php?r=792648581,
743-75,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.15 X 5.03,61.9,57,1,IGI,784678141,https://api.igi.org/viewpdf.php?r=784678141,
740-209,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.09 X 8.15 X 5.05,62.2,56,0.99,IGI,779607344,https://api.igi.org/viewpdf.php?r=779607344,
751-79,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.16 X 8.21 X 5,61.2,58,0.99,IGI,790622107,https://api.igi.org/viewpdf.php?r=790622107,
729-253,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.24 X 8.27 X 4.97,60.2,58,1,IGI,752507251,https://api.igi.org/viewpdf.php?r=752507251,
746-269,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.22 X 4.99,60.9,57,1,IGI,784678154,https://api.igi.org/viewpdf.php?r=784678154,
746-111,Fancy Colour,Fancy Intense Pink,Round,2.22,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.3 X 8.34 X 5.18,62.2,58,1,IGI,795648004,https://api.igi.org/viewpdf.php?r=795648004,
746-309,Fancy Colour,Fancy Intense Pink,Round,2.22,2.00–2.99ct,VS2,IDEAL,EX,EX,8.32 X 8.35 X 5.15,61.7,59,1,IGI,795648005,https://api.igi.org/viewpdf.php?r=795648005,
747-65,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.17 X 8.21 X 5.02,61.3,58,1,IGI,790622160,https://api.igi.org/viewpdf.php?r=790622160,
759-372,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.2 X 5.01,61.2,58,0.99,IGI,818611969,https://api.igi.org/viewpdf.php?r=818611969,
761-743,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.22 X 4.95,60.3,58,1,IGI,823684126,https://api.igi.org/viewpdf.php?r=823684126,
750-7,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.12 X 5.04,62.2,56,0.99,IGI,786694156,https://api.igi.org/viewpdf.php?r=786694156,
761-24,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.2 X 5.04,61.8,56,0.99,IGI,823643328,https://api.igi.org/viewpdf.php?r=823643328,
740-90,Fancy Colour,Fancy Light Pink,Round,2.21,2.00–2.99ct,VS1,IDEAL,EX,EX,8.29 X 8.32 X 5.17,62.3,56,1,IGI,786622405,https://api.igi.org/viewpdf.php?r=786622405,
749-46,Fancy Colour,Fancy Light Pink,Round,2.21,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.34 X 8.4 X 5.17,61.8,57,0.99,IGI,795654855,https://api.igi.org/viewpdf.php?r=795654855,
747-87,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.16 X 5.01,61.4,58,1,IGI,786694188,https://api.igi.org/viewpdf.php?r=786694188,
746-270,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.23 X 4.99,60.8,57,1,IGI,784678238,https://api.igi.org/viewpdf.php?r=784678238,
761-659,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.07 X 8.13 X 5.06,62.4,57,0.99,IGI,824615638,https://api.igi.org/viewpdf.php?r=824615638,
760-30,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.27 X 4.96,60.4,59,0.99,IGI,821689292,https://api.igi.org/viewpdf.php?r=821689292,
746-783,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.09 X 8.15 X 5.05,62.3,57,0.99,IGI,784678152,https://api.igi.org/viewpdf.php?r=784678152,
747-81,Fancy Colour,Fancy Pink,Round,2.2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.32 X 8.37 X 5.12,61.3,57,0.99,IGI,792648620,https://api.igi.org/viewpdf.php?r=792648620,
754-10,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.13 X 5.04,62.2,58,0.99,IGI,795654651,https://api.igi.org/viewpdf.php?r=795654651,
743-1,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.17 X 8.2 X 4.94,60.4,59,1,IGI,784678382,https://api.igi.org/viewpdf.php?r=784678382,
746-139,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.2 X 5.01,61.4,57,0.99,IGI,784678148,https://api.igi.org/viewpdf.php?r=784678148,
736-2,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.16 X 8.19 X 5.03,61.5,57,1,IGI,769654802,https://api.igi.org/viewpdf.php?r=769654802,
746-141,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.17 X 5.02,61.6,56,1,IGI,784678144,https://api.igi.org/viewpdf.php?r=784678144,
746-6,Fancy Colour,Fancy Intense Pink,Round,2.2,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.34 X 8.4 X 5.13,61.3,58,0.99,IGI,795648003,https://api.igi.org/viewpdf.php?r=795648003,
748-30,Fancy Colour,Fancy Intense Pink,Round,2.18,2.00–2.99ct,VS1,IDEAL,VG,EX,8.24 X 8.3 X 5.16,62.4,57,0.99,IGI,795648002,https://api.igi.org/viewpdf.php?r=795648002,
751-75,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.14 X 5,61.6,59,1,IGI,790622105,https://api.igi.org/viewpdf.php?r=790622105,
746-245,Fancy Colour,Fancy Pink,Round,2.16,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.27 X 8.31 X 5.13,61.9,57,1,IGI,792648619,https://api.igi.org/viewpdf.php?r=792648619,
746-91,Fancy Colour,Fancy Pink,Round,2.16,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.25 X 8.31 X 5.13,61.9,57,0.99,IGI,795648001,https://api.igi.org/viewpdf.php?r=795648001,
746-292,Fancy Colour,Fancy Intense Pink,Round,2.12,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.24 X 5.08,61.9,58,0.99,IGI,792648618,https://api.igi.org/viewpdf.php?r=792648618,
746-1071,Fancy Colour,Fancy Pink,Round,2.12,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.25 X 5.09,62.1,58,0.99,IGI,795648000,https://api.igi.org/viewpdf.php?r=795648000,
761-769,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.17 X 5.05,62,57,0.99,IGI,823684130,https://api.igi.org/viewpdf.php?r=823684130,
757-157,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.16 X 5,61.4,59,1,IGI,803618164,https://api.igi.org/viewpdf.php?r=803618164,
749-95,Fancy Colour,Fancy Intense Pink,Round,2.11,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.27 X 8.31 X 4.99,60.2,59,1,IGI,795654857,https://api.igi.org/viewpdf.php?r=795654857,
686-75,Fancy Colour,Fancy Intense Pink,Round,2.1,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.18 X 5.06,61.9,58,1,IGI,660422009,https://api.igi.org/viewpdf.php?r=660422009,
757-166,Fancy Colour,Fancy Pink,Round,2.1,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.2 X 8.26 X 5.1,61.9,55,0.99,IGI,813657983,https://api.igi.org/viewpdf.php?r=813657983,
732-44,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.15 X 8.19 X 5.01,61.3,57,1,IGI,762529839,https://api.igi.org/viewpdf.php?r=762529839,
748-82,White,G,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.17 X 5.03,61.6,58,1,IGI,786622131,https://api.igi.org/viewpdf.php?r=786622131,
731-133,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.26 X 8.29 X 4.94,59.8,58,1,IGI,760578837,https://api.igi.org/viewpdf.php?r=760578837,
741-374,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.23 X 4.99,60.9,58,1,IGI,790622288,https://api.igi.org/viewpdf.php?r=790622288,
750-51,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.15 X 5.02,61.7,57,0.99,IGI,790622101,https://api.igi.org/viewpdf.php?r=790622101,
761-537,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.19 X 5.03,61.7,56,0.99,IGI,824615639,https://api.igi.org/viewpdf.php?r=824615639,
746-915,Fancy Colour,Fancy Intense Pink,Round,2.06,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.17 X 8.21 X 5.01,61.2,58,1,IGI,792648557,https://api.igi.org/viewpdf.php?r=792648557,
746-248,Fancy Colour,Fancy Pink,Round,2.06,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.15 X 5.02,61.6,59,1,IGI,795648013,https://api.igi.org/viewpdf.php?r=795648013,
747-100,Fancy Colour,Fancy Intense Pink,Round,2.06,2.00–2.99ct,VS2,IDEAL,EX,EX,8.11 X 8.13 X 5.05,62.2,57,1,IGI,795648070,https://api.igi.org/viewpdf.php?r=795648070,
747-207,Fancy Colour,Fancy Vivid Pink,Round,2.06,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.12 X 8.17 X 5.04,61.9,58,0.99,IGI,792648612,https://api.igi.org/viewpdf.php?r=792648612,
761-545,White,E,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.15 X 5.04,62,57,1,IGI,824615641,https://api.igi.org/viewpdf.php?r=824615641,
740-18,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.16 X 5.02,61.7,57,1,IGI,779607346,https://api.igi.org/viewpdf.php?r=779607346,
746-30,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.21 X 4.98,60.7,57,1,IGI,784678205,https://api.igi.org/viewpdf.php?r=784678205,
740-131,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.06 X 8.09 X 5.03,62.2,58,1,IGI,779607345,https://api.igi.org/viewpdf.php?r=779607345,
746-656,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.15 X 5.02,61.7,58,1,IGI,792648553,https://api.igi.org/viewpdf.php?r=792648553,
760-9,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.19 X 4.97,60.9,59,0.99,IGI,817675120,https://api.igi.org/viewpdf.php?r=817675120,
747-94,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.19 X 4.98,61,59,1,IGI,795647986,https://api.igi.org/viewpdf.php?r=795647986,
741-148,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.16 X 8.24 X 4.96,60.4,59,0.99,IGI,781626611,https://api.igi.org/viewpdf.php?r=781626611,
748-47,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS2,IDEAL,EX,EX,8.1 X 8.16 X 5.07,62.4,58,0.99,IGI,795648081,https://api.igi.org/viewpdf.php?r=795648081,
746-131,White,G,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.17 X 5.02,61.6,58,1,IGI,786622129,https://api.igi.org/viewpdf.php?r=786622129,
739-396,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.17 X 8.2 X 5.02,61.3,58,1,IGI,818696518,https://api.igi.org/viewpdf.php?r=818696518,
750-47,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.16 X 8.19 X 5.01,61.3,58,1,IGI,802623549,https://api.igi.org/viewpdf.php?r=802623549,
731-1425,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.22 X 8.27 X 4.96,60.1,58,0.99,IGI,760578836,https://api.igi.org/viewpdf.php?r=760578836,
754-57,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.17 X 5.01,61.4,58,1,IGI,795654655,https://api.igi.org/viewpdf.php?r=795654655,
753-101,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.17 X 4.99,61.1,58,1,IGI,807660723,https://api.igi.org/viewpdf.php?r=807660723,
761-7,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.21 X 5,61,58,1,IGI,823684129,https://api.igi.org/viewpdf.php?r=823684129,
754-135,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS2,IDEAL,EX,EX,8.13 X 8.15 X 5,61.4,58,1,IGI,802623550,https://api.igi.org/viewpdf.php?r=802623550,
748-29,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.15 X 8.17 X 5.01,61.4,58,1,IGI,795648014,https://api.igi.org/viewpdf.php?r=795648014,
748-32,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.18 X 5.01,61.6,58,0.99,IGI,795648012,https://api.igi.org/viewpdf.php?r=795648012,
737-28,White,E,Round,2.04,2.00–2.99ct,VVS1,IDEAL,EX,EX,8.11 X 8.15 X 5.04,62,57,1,IGI,768675564,https://api.igi.org/viewpdf.php?r=768675564,
745-3,White,G,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.21 X 4.99,60.8,57,1,IGI,784678240,https://api.igi.org/viewpdf.php?r=784678240,
757-222,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,EX,EX,EX,8.07 X 8.1 X 5.05,62.4,57,1,IGI,813657986,https://api.igi.org/viewpdf.php?r=813657986,
746-303,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.22 X 5.01,61.1,58,1,IGI,786622348,https://api.igi.org/viewpdf.php?r=786622348,
743-15,White,G,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.14 X 5.05,62.2,56,1,IGI,782690443,https://api.igi.org/viewpdf.php?r=782690443,
746-37,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS2,IDEAL,EX,EX,8.21 X 8.23 X 4.99,60.8,58,1,IGI,792648555,https://api.igi.org/viewpdf.php?r=792648555,
750-8,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.21 X 8.24 X 4.96,60.4,59,1,IGI,786622125,https://api.igi.org/viewpdf.php?r=786622125,
746-520,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.18 X 8.24 X 5,60.9,56,0.99,IGI,786622132,https://api.igi.org/viewpdf.php?r=786622132,
746-26,Fancy Colour,Fancy Vivid Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.07 X 8.11 X 5.06,62.5,56,1,IGI,792648617,https://api.igi.org/viewpdf.php?r=792648617,
746-290,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.15 X 5.06,62.4,56,0.99,IGI,795654851,https://api.igi.org/viewpdf.php?r=795654851,
746-258,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.14 X 5.04,62.1,57,1,IGI,784678156,https://api.igi.org/viewpdf.php?r=784678156,
758-874,White,D,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.14 X 5.04,62,59,1,IGI,816631948,https://api.igi.org/viewpdf.php?r=816631948,
746-781,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.11 X 8.13 X 5.07,62.4,57,1,IGI,795648078,https://api.igi.org/viewpdf.php?r=795648078,
753-129,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.12 X 5.05,62.4,58,1,IGI,795647837,https://api.igi.org/viewpdf.php?r=795647837,
746-10,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.19 X 8.23 X 4.99,60.8,58,1,IGI,795648037,https://api.igi.org/viewpdf.php?r=795648037,
761-437,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.17 X 4.97,61,58,1,IGI,823684125,https://api.igi.org/viewpdf.php?r=823684125,
740-444,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.16 X 8.23 X 4.98,60.7,58,0.99,IGI,779665157,https://api.igi.org/viewpdf.php?r=779665157,
742-297,White,F,Round,2.04,2.00–2.99ct,VVS2,EX,EX,EX,8.05 X 8.09 X 5.05,62.6,58,1,IGI,782627675,https://api.igi.org/viewpdf.php?r=782627675,
746-307,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.15 X 5.03,61.9,59,1,IGI,784678237,https://api.igi.org/viewpdf.php?r=784678237,
745-8,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.2 X 5,61.1,57,1,IGI,795648079,https://api.igi.org/viewpdf.php?r=795648079,
761-361,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.1 X 8.13 X 5.03,62,58,1,IGI,823643312,https://api.igi.org/viewpdf.php?r=823643312,
755-6,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.18 X 8.21 X 4.96,60.5,58,1,IGI,803618161,https://api.igi.org/viewpdf.php?r=803618161,
742-255,Fancy Colour,Fancy Deep Orange,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.16 X 5.05,62.1,57,0.99,IGI,798602655,https://api.igi.org/viewpdf.php?r=798602655,
748-34,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.15 X 8.19 X 5.01,61.3,56,1,IGI,786622126,https://api.igi.org/viewpdf.php?r=786622126,
748-35,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.16 X 5.06,62.1,57,1,IGI,795647999,https://api.igi.org/viewpdf.php?r=795647999,
743-168,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.2 X 5.03,61.7,58,0.99,IGI,795647998,https://api.igi.org/viewpdf.php?r=795647998,
748-41,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.15 X 8.18 X 5,61.3,58,1,IGI,792648616,https://api.igi.org/viewpdf.php?r=792648616,
729-582,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.19 X 8.22 X 4.96,60.4,59,1,IGI,751509987,https://api.igi.org/viewpdf.php?r=751509987,
747-42,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.16 X 5.03,61.7,58,1,IGI,795648007,https://api.igi.org/viewpdf.php?r=795648007,
760-288,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.17 X 8.2 X 4.97,60.8,56,1,IGI,819696663,https://api.igi.org/viewpdf.php?r=819696663,
746-44,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.08 X 8.15 X 5.04,62.1,58,0.99,IGI,792648615,https://api.igi.org/viewpdf.php?r=792648615,
748-142,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.17 X 5.04,61.9,57,1,IGI,795648008,https://api.igi.org/viewpdf.php?r=795648008,
760-7,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.13 X 8.17 X 5.02,61.7,57,1,IGI,821689323,https://api.igi.org/viewpdf.php?r=821689323,
746-166,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.2 X 8.22 X 4.99,60.8,57,1,IGI,792648558,https://api.igi.org/viewpdf.php?r=792648558,
748-51,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.12 X 5.03,62.1,58,1,IGI,790622287,https://api.igi.org/viewpdf.php?r=790622287,
761-446,White,E,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.2 X 5,61.2,59,0.99,IGI,824615642,https://api.igi.org/viewpdf.php?r=824615642,
748-6,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.17 X 5.02,61.5,57,1,IGI,802623605,https://api.igi.org/viewpdf.php?r=802623605,
745-33,Fancy Colour,Fancy Vivid Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.14 X 8.18 X 5.01,61.5,59,1,IGI,792648551,https://api.igi.org/viewpdf.php?r=792648551,
760-545,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.2 X 8.23 X 4.99,60.7,57,1,IGI,821689296,https://api.igi.org/viewpdf.php?r=821689296,
704-197,Fancy Colour,Fancy Vivid Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.14 X 8.2 X 5.04,61.8,57,0.99,IGI,719561968,https://api.igi.org/viewpdf.php?r=719561968,
759-38,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.24 X 8.32 X 4.97,60.1,57,0.99,IGI,818611970,https://api.igi.org/viewpdf.php?r=818611970,
731-685,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.13 X 8.16 X 5.03,61.8,56,1,IGI,756557590,https://api.igi.org/viewpdf.php?r=756557590,
759-216,White,G,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.15 X 5.01,61.6,58,1,IGI,817675029,https://api.igi.org/viewpdf.php?r=817675029,
704-217,Fancy Colour,Fancy Vivid Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.1 X 8.13 X 5.03,62,58,1,IGI,719561976,https://api.igi.org/viewpdf.php?r=719561976,
746-428,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.08 X 8.13 X 5,61.6,59,0.99,IGI,795648010,https://api.igi.org/viewpdf.php?r=795648010,
747-27,Fancy Colour,Fancy Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.15 X 8.17 X 5.04,61.8,59,1,IGI,792648613,https://api.igi.org/viewpdf.php?r=792648613,
747-31,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.12 X 8.15 X 5.02,61.7,58,1,IGI,792648614,https://api.igi.org/viewpdf.php?r=792648614,
753-30,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.24 X 8.27 X 4.94,59.9,59,1,IGI,795654764,https://api.igi.org/viewpdf.php?r=795654764,
760-550,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.16 X 8.2 X 4.97,60.8,57,1,IGI,821689295,https://api.igi.org/viewpdf.php?r=821689295,
705-149,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.21 X 8.26 X 4.94,60,59,0.99,IGI,720578938,https://api.igi.org/viewpdf.php?r=720578938,
757-121,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS2,IDEAL,EX,EX,8.18 X 8.22 X 4.98,60.7,57,1,IGI,813657988,https://api.igi.org/viewpdf.php?r=813657988,
760-403,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.2 X 8.23 X 4.96,60.4,59,1,IGI,819696660,https://api.igi.org/viewpdf.php?r=819696660,
745-5,Fancy Colour,Fancy Intense Pink,Round,2.05,2.00–2.99ct,VS1,IDEAL,EX,EX,8.16 X 8.17 X 5.02,61.5,59,1,IGI,795654852,https://api.igi.org/viewpdf.php?r=795654852,
761-36,White,F,Round,2.04,2.00–2.99ct,VVS2,IDEAL,EX,EX,8.11 X 8.16 X 5.05,62.1,56,0.99,IGI,823643358,https://api.igi.org/viewpdf.php?r=823643358,
751-60,White,F,Round,2.04,2.00–2.99ct,VS1,IDEAL,EX,EX,8.09 X 8.12 X 5.02,61.9,58,1,IGI,790622284,https://api.igi.org/viewpdf.php?r=790622284,
